date,total_confirm,total_suspect,total_heal,total_dead,total_severe,total_input,total_storeConfirm,today_confirm,today_suspect,today_heal,today_dead,today_severe,today_storeConfirm,today_input,name
2020-05-16,593,0,577,9,,0,7,0,0,1,0,,0,0,北京
2020-05-17,593,0,578,9,,0,6,0,0,1,0,,0,0,北京
2020-05-18,593,0,578,9,,0,6,0,0,0,0,,0,0,北京
2020-05-19,593,0,578,9,,0,6,0,0,0,0,,0,0,北京
2020-05-20,593,0,579,9,,0,5,0,0,1,0,,0,0,北京
2020-05-21,593,0,579,9,,0,5,0,0,0,0,,0,0,北京
2020-05-22,593,0,579,9,,0,5,0,0,0,0,,0,0,北京
2020-05-23,593,0,581,9,,0,3,0,0,2,0,,0,0,北京
2020-05-24,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-25,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-26,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-27,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-28,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-29,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-30,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-05-31,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-06-01,593,0,581,9,,0,3,0,0,0,0,,0,0,北京
2020-06-02,594,0,582,9,,0,3,0,0,1,0,,0,0,北京
2020-06-03,594,0,583,9,,0,2,0,0,1,0,,0,0,北京
2020-06-04,594,0,583,9,,0,2,0,0,0,0,,0,0,北京
2020-06-05,594,0,583,9,,0,2,0,0,0,0,,0,0,北京
2020-06-06,594,0,583,9,,0,2,0,0,0,0,,0,0,北京
2020-06-07,594,0,583,9,,0,2,0,0,0,0,,0,0,北京
2020-06-08,594,0,584,9,,0,1,0,0,1,0,,0,0,北京
2020-06-09,594,0,584,9,,0,1,0,0,0,0,,0,0,北京
2020-06-10,594,0,584,9,,0,1,0,0,0,0,,0,0,北京
2020-06-11,595,0,584,9,,0,2,1,0,0,0,,0,0,北京
2020-06-12,601,0,584,9,,0,8,6,0,0,0,,0,0,北京
2020-06-13,637,0,584,9,,0,44,36,0,0,0,,0,0,北京
2020-06-14,673,0,584,9,,0,80,36,0,0,0,,0,0,北京
2020-06-15,700,0,584,9,,0,107,27,0,0,0,,0,0,北京
2020-06-16,731,0,584,9,,0,138,31,0,0,0,,0,0,北京
2020-06-17,752,0,584,9,,0,159,21,0,0,0,,0,0,北京
2020-06-18,777,0,584,9,,0,184,25,0,0,0,,0,0,北京
2020-06-19,799,0,584,9,,0,206,22,0,0,0,,0,0,北京
2020-06-20,821,0,584,9,,0,228,22,0,0,0,,0,0,北京
2020-06-21,830,0,584,9,,0,237,9,0,0,0,,0,0,北京
2020-06-22,843,0,584,9,,0,250,13,0,0,0,,0,0,北京
2020-06-23,850,0,584,9,,0,257,7,0,0,0,,0,0,北京
2020-06-24,863,0,584,9,,0,270,13,0,0,0,,0,0,北京
2020-06-25,874,0,585,9,,0,280,11,0,1,0,,0,0,北京
2020-06-26,891,0,585,9,,0,297,17,0,0,0,,0,0,北京
2020-06-27,905,0,585,9,,0,311,14,0,0,0,,0,0,北京
2020-06-28,912,0,585,9,,0,318,7,0,0,0,,0,0,北京
2020-06-29,919,0,586,9,,0,324,7,0,1,0,,0,0,北京
2020-06-30,922,0,587,9,,0,326,3,0,1,0,,0,0,北京
2020-07-01,923,0,589,9,,0,325,1,0,2,0,,0,0,北京
2020-07-02,925,0,592,9,,0,324,2,0,3,0,,0,0,北京
2020-07-03,926,0,594,9,,0,323,1,0,2,0,,0,0,北京
2020-07-04,928,0,595,9,,0,324,2,0,1,0,,0,0,北京
2020-07-05,929,0,596,9,,0,324,1,0,1,0,,0,0,北京
2020-07-06,929,0,600,9,,0,320,0,0,4,0,,0,0,北京
2020-07-07,929,0,613,9,,0,307,0,0,13,0,,0,0,北京
2020-07-08,929,0,645,9,,0,275,0,0,32,0,,0,0,北京
2020-07-09,929,0,657,9,,0,263,0,0,12,0,,0,0,北京
2020-07-10,929,0,669,9,,0,251,0,0,12,0,,0,0,北京
2020-07-11,929,0,680,9,,0,240,0,0,11,0,,0,0,北京
2020-07-12,929,0,694,9,,0,226,0,0,14,0,,0,0,北京
2020-07-13,929,0,715,9,,0,205,0,0,21,0,,0,0,北京
2020-07-14,929,0,729,9,,0,191,0,0,14,0,,0,0,北京
2020-07-15,929,0,752,9,,0,168,0,0,23,0,,0,0,北京
2020-07-16,929,0,762,9,,0,158,0,0,10,0,,0,0,北京
2020-07-17,929,0,775,9,,0,145,0,0,13,0,,0,0,北京
2020-07-18,929,0,788,9,,0,132,0,0,13,0,,0,0,北京
2020-07-19,929,0,804,9,,0,116,0,0,16,0,,0,0,北京
2020-07-20,929,0,816,9,,0,104,0,0,12,0,,0,0,北京
2020-07-21,929,0,833,9,,0,87,0,0,17,0,,0,0,北京
2020-07-22,929,0,841,9,,0,79,0,0,8,0,,0,0,北京
2020-07-23,929,0,855,9,,0,65,0,0,14,0,,0,0,北京
2020-07-24,929,0,867,9,,0,53,0,0,12,0,,0,0,北京
2020-07-25,929,0,878,9,,0,42,0,0,11,0,,0,0,北京
2020-07-26,929,0,881,9,,0,39,0,0,3,0,,0,0,北京
2020-07-27,931,0,895,9,,0,27,2,0,14,0,,0,0,北京
2020-07-28,932,0,896,9,,0,27,1,0,1,0,,0,0,北京
2020-07-29,933,0,901,9,,0,23,1,0,5,0,,0,0,北京
2020-07-30,933,0,911,9,,0,13,0,0,10,0,,0,0,北京
2020-07-31,933,0,915,9,,0,9,0,0,4,0,,0,0,北京
2020-08-01,933,0,917,9,,0,7,0,0,2,0,,0,0,北京
2020-08-02,933,0,917,9,,0,7,0,0,0,0,,0,0,北京
2020-08-03,933,0,918,9,,0,6,0,0,1,0,,0,0,北京
2020-08-04,934,0,919,9,,0,6,1,0,1,0,,0,0,北京
2020-08-05,934,0,919,9,,0,6,0,0,0,0,,0,0,北京
2020-08-06,935,0,920,9,,0,6,1,0,1,0,,0,0,北京
2020-08-07,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-08,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-09,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-10,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-11,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-12,935,0,920,9,,0,6,0,0,0,0,,0,0,北京
2020-08-13,935,0,922,9,,0,4,0,0,2,0,,0,0,北京
2020-08-14,935,0,923,9,,0,3,0,0,1,0,,0,0,北京
2020-08-15,935,0,923,9,,0,3,0,0,0,0,,0,0,北京
2020-08-16,935,0,923,9,,0,3,0,0,0,0,,0,0,北京
2020-08-17,935,0,924,9,,0,2,0,0,1,0,,0,0,北京
2020-08-18,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-19,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-20,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-21,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-22,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-23,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-24,935,0,924,9,,0,2,0,0,0,0,,0,0,北京
2020-08-25,935,0,926,9,,0,0,0,0,2,0,,0,0,北京
2020-08-26,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-08-27,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-08-28,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-08-29,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-08-30,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-08-31,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-01,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-02,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-03,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-04,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-05,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-06,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-07,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-08,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-09,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-10,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-11,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-12,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-13,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-14,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-15,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-16,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-17,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-18,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-19,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-20,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-21,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-22,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-23,935,0,926,9,,0,0,0,0,0,0,,0,0,北京
2020-09-24,936,0,926,9,,0,1,1,0,0,0,,0,0,北京
2020-09-25,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-09-26,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-09-27,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-09-28,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-09-29,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-09-30,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-01,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-02,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-03,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-04,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-05,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-06,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-07,936,0,926,9,,0,1,0,0,0,0,,0,0,北京
2020-10-08,936,0,927,9,,0,0,0,0,1,0,,0,0,北京
2020-10-09,936,0,927,9,,0,0,0,0,0,0,,0,0,北京
2020-10-10,936,0,927,9,,0,0,0,0,0,0,,0,0,北京
2020-10-11,937,0,927,9,,0,1,1,0,0,0,,0,0,北京
2020-10-12,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-13,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-14,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-15,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-16,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-17,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-18,937,0,927,9,,0,1,0,0,0,0,,0,0,北京
2020-10-19,938,0,927,9,,0,2,1,0,0,0,,0,0,北京
2020-10-20,938,0,927,9,,0,2,0,0,0,0,,0,0,北京
2020-10-21,938,0,927,9,,0,2,0,0,0,0,,0,0,北京
2020-10-22,938,0,928,9,,0,1,0,0,1,0,,0,0,北京
2020-10-23,940,0,928,9,,0,3,2,0,0,0,,0,0,北京
2020-10-24,940,0,928,9,,0,3,0,0,0,0,,0,0,北京
2020-10-25,940,0,928,9,,0,3,0,0,0,0,,0,0,北京
2020-10-26,941,0,928,9,,0,4,1,0,0,0,,0,0,北京
2020-10-27,941,0,928,9,,0,4,0,0,0,0,,0,0,北京
2020-10-28,942,0,928,9,,0,5,1,0,0,0,,0,0,北京
2020-10-29,942,0,929,9,,0,4,0,0,1,0,,0,0,北京
2020-10-30,942,0,929,9,,0,4,0,0,0,0,,0,0,北京
2020-10-31,942,0,929,9,,0,4,0,0,0,0,,0,0,北京
2020-11-01,942,0,929,9,,0,4,0,0,0,0,,0,0,北京
2020-11-02,944,0,929,9,,0,6,2,0,0,0,,0,0,北京
2020-11-03,944,0,929,9,,0,6,0,0,0,0,,0,0,北京
2020-11-04,945,0,929,9,,0,7,1,0,0,0,,0,0,北京
2020-11-05,945,0,929,9,,0,7,0,0,0,0,,0,0,北京
2020-11-06,945,0,929,9,,0,7,0,0,0,0,,0,0,北京
2020-11-07,945,0,929,9,,0,7,0,0,0,0,,0,0,北京
2020-11-08,945,0,929,9,,0,7,0,0,0,0,,0,0,北京
2020-11-09,947,0,929,9,,0,9,2,0,0,0,,0,0,北京
2020-11-10,947,0,931,9,,0,7,0,0,2,0,,0,0,北京
2020-11-11,947,0,931,9,,0,7,0,0,0,0,,0,0,北京
2020-11-12,947,0,932,9,,0,6,0,0,1,0,,0,0,北京
2020-11-13,947,0,932,9,,0,6,0,0,0,0,,0,0,北京
2020-11-14,947,0,932,9,,0,6,0,0,0,0,,0,0,北京
2020-11-15,947,0,932,9,,0,6,0,0,0,0,,0,0,北京
2020-11-16,947,0,933,9,,0,5,0,0,1,0,,0,0,北京
2020-11-17,947,0,933,9,,0,5,0,0,0,0,,0,0,北京
2020-11-18,947,0,935,9,,0,3,0,0,2,0,,0,0,北京
2020-11-19,948,0,936,9,,0,3,1,0,1,0,,0,0,北京
2020-11-20,948,0,936,9,,0,3,0,0,0,0,,0,0,北京
2020-11-21,949,0,936,9,,0,4,1,0,0,0,,0,0,北京
2020-11-22,950,0,936,9,,0,5,1,0,0,0,,0,0,北京
2020-11-23,950,0,936,9,,0,5,0,0,0,0,,0,0,北京
2020-11-24,950,0,936,9,,0,5,0,0,0,0,,0,0,北京
2020-11-25,950,0,937,9,,0,4,0,0,1,0,,0,0,北京
2020-11-26,950,0,937,9,,0,4,0,0,0,0,,0,0,北京
2020-11-27,950,0,937,9,,0,4,0,0,0,0,,0,0,北京
2020-11-28,950,0,937,9,,0,4,0,0,0,0,,0,0,北京
2020-11-29,950,0,938,9,,0,3,0,0,1,0,,0,0,北京
2020-11-30,951,0,938,9,,0,4,1,0,0,0,,0,0,北京
2020-12-01,951,0,938,9,,0,4,0,0,0,0,,0,0,北京
2020-12-02,951,0,938,9,,0,4,0,0,0,0,,0,0,北京
2020-12-03,951,0,938,9,,0,4,0,0,0,0,,0,0,北京
2020-12-04,952,0,939,9,,0,4,1,0,1,0,,0,0,北京
2020-12-05,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-06,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-07,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-08,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-09,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-10,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-11,952,0,939,9,,0,4,0,0,0,0,,0,0,北京
2020-12-12,954,0,940,9,,0,5,2,0,1,0,,0,0,北京
2020-12-13,955,0,940,9,,0,6,1,0,0,0,,0,0,北京
2020-12-14,956,0,940,9,,0,7,1,0,0,0,,0,0,北京
2020-12-15,957,0,940,9,,0,8,1,0,0,0,,0,0,北京
2020-12-16,957,0,940,9,,0,8,0,0,0,0,,0,0,北京
2020-12-17,957,0,940,9,,0,8,0,0,0,0,,0,0,北京
2020-12-18,959,0,940,9,,0,10,2,0,0,0,,0,0,北京
2020-12-19,961,0,940,9,,0,12,2,0,0,0,,0,0,北京
2020-12-20,961,0,940,9,,0,12,0,0,0,0,,0,0,北京
2020-12-21,961,0,940,9,,0,12,0,0,0,0,,0,0,北京
2020-12-22,961,0,941,9,,0,11,0,0,1,0,,0,0,北京
2020-12-23,961,0,941,9,,0,11,0,0,0,0,,0,0,北京
2020-12-24,961,0,941,9,,0,11,0,0,0,0,,0,0,北京
2020-12-25,963,0,941,9,,0,13,2,0,0,0,,0,0,北京
2020-12-26,971,0,941,9,,0,21,8,0,0,0,,0,0,北京
2020-12-27,972,0,941,9,,0,22,1,0,0,0,,0,0,北京
2020-12-28,979,0,941,9,,0,29,7,0,0,0,,0,0,北京
2020-12-29,980,0,941,9,,0,30,1,0,0,0,,0,0,北京
2020-12-30,982,0,943,9,,0,30,2,0,2,0,,0,0,北京
2020-12-31,987,0,944,9,,0,34,5,0,1,0,,0,0,北京
2021-01-01,988,0,944,9,,0,35,1,0,0,0,,0,0,北京
2021-01-02,990,0,944,9,,0,37,2,0,0,0,,0,0,北京
2021-01-03,992,0,944,9,,0,39,2,0,0,0,,0,0,北京
2021-01-04,993,0,944,9,,0,40,1,0,0,0,,0,0,北京
2021-01-05,994,0,945,9,,0,40,1,0,1,0,,0,0,北京
2021-01-06,994,0,947,9,,0,38,0,0,2,0,,0,0,北京
2021-01-07,995,0,947,9,,0,39,1,0,0,0,,0,0,北京
2021-01-08,995,0,948,9,,0,38,0,0,1,0,,0,0,北京
2021-01-09,996,0,950,9,,0,37,1,0,2,0,,0,0,北京
2021-01-10,997,0,951,9,,0,37,1,0,1,0,,0,0,北京
2021-01-11,998,0,951,9,,0,38,1,0,0,0,,0,0,北京
2021-01-12,998,0,951,9,,0,38,0,0,0,0,,0,0,北京
2021-01-13,999,0,951,9,,0,39,1,0,0,0,,0,0,北京
2021-01-14,999,0,955,9,,0,35,0,0,4,0,,0,0,北京
2021-01-15,1001,0,957,9,,0,35,2,0,2,0,,0,0,北京
2021-01-16,1003,0,958,9,,0,36,2,0,1,0,,0,0,北京
2021-01-17,1006,0,959,9,,0,38,3,0,1,0,,0,0,北京
2021-01-18,1007,0,960,9,,0,38,1,0,1,0,,0,0,北京
2021-01-19,1014,0,962,9,,0,43,7,0,2,0,,0,0,北京
2021-01-20,1017,0,964,9,,0,44,3,0,2,0,,0,0,北京
2021-01-21,1020,0,964,9,,0,47,3,0,0,0,,0,0,北京
2021-01-22,1023,0,965,9,,0,49,3,0,1,0,,0,0,北京
2021-01-23,1025,0,965,9,,0,51,2,0,0,0,,0,0,北京
2021-01-24,1028,0,966,9,,0,53,3,0,1,0,,0,0,北京
2021-01-25,1030,0,968,9,,0,53,2,0,2,0,,0,0,北京
2021-01-26,1034,0,972,9,,0,53,4,0,4,0,,0,0,北京
2021-01-27,1034,0,973,9,,0,52,0,0,1,0,,0,0,北京
2021-01-28,1035,0,973,9,,0,53,1,0,0,0,,0,0,北京
2021-01-29,1036,0,976,9,,0,51,1,0,3,0,,0,0,北京
2021-01-30,1036,0,977,9,,0,50,0,0,1,0,,0,0,北京
2021-01-31,1038,0,977,9,,0,52,2,0,0,0,,0,0,北京
2021-02-01,1039,0,977,9,,0,53,1,0,0,0,,0,0,北京
2021-02-02,1039,0,977,9,,0,53,0,0,0,0,,0,0,北京
2021-02-03,1044,0,978,9,,0,57,5,0,1,0,,0,0,北京
2021-02-04,1044,0,980,9,,0,55,0,0,2,0,,0,0,北京
2021-02-05,1044,0,983,9,,0,52,0,0,3,0,,0,0,北京
2021-02-06,1046,0,986,9,,0,51,2,0,3,0,,0,0,北京
2021-02-07,1046,0,988,9,,0,49,0,0,2,0,,0,0,北京
2021-02-08,1046,0,991,9,,0,46,0,0,3,0,,0,0,北京
2021-02-09,1046,0,994,9,,0,43,0,0,3,0,,0,0,北京
2021-02-10,1046,0,997,9,,0,40,0,0,3,0,,0,0,北京
2021-02-11,1046,0,998,9,,0,39,0,0,1,0,,0,0,北京
2021-02-12,1046,0,998,9,,0,39,0,0,0,0,,0,0,北京
2021-02-13,1046,0,1001,9,,0,36,0,0,3,0,,0,0,北京
2021-02-14,1046,0,1003,9,,0,34,0,0,2,0,,0,0,北京
2021-02-15,1046,0,1004,9,,0,33,0,0,1,0,,0,0,北京
2021-02-16,1046,0,1005,9,,0,32,0,0,1,0,,0,0,北京
2021-02-17,1046,0,1011,9,,0,26,0,0,6,0,,0,0,北京
2021-02-18,1046,0,1012,9,,0,25,0,0,1,0,,0,0,北京
2021-02-19,1046,0,1012,9,,0,25,0,0,0,0,,0,0,北京
2021-02-20,1046,0,1014,9,,0,23,0,0,2,0,,0,0,北京
2021-02-21,1047,0,1016,9,,0,22,1,0,2,0,,0,0,北京
2021-02-22,1047,0,1019,9,,0,19,0,0,3,0,,0,0,北京
2021-02-23,1047,0,1020,9,,0,18,0,0,1,0,,0,0,北京
2021-02-24,1047,0,1022,9,,0,16,0,0,2,0,,0,0,北京
2021-02-25,1047,0,1022,9,,0,16,0,0,0,0,,0,0,北京
2021-02-26,1047,0,1022,9,,0,16,0,0,0,0,,0,0,北京
2021-02-27,1047,0,1022,9,,0,16,0,0,0,0,,0,0,北京
2021-02-28,1049,0,1022,9,,0,18,2,0,0,0,,0,0,北京
2021-03-01,1049,0,1024,9,,0,16,0,0,2,0,,0,0,北京
2021-03-02,1049,0,1026,9,,0,14,0,0,2,0,,0,0,北京
2021-03-03,1049,0,1027,9,,0,13,0,0,1,0,,0,0,北京
2021-03-04,1049,0,1029,9,,0,11,0,0,2,0,,0,0,北京
2021-03-05,1049,0,1029,9,,0,11,0,0,0,0,,0,0,北京
2021-03-06,1049,0,1032,9,,0,8,0,0,3,0,,0,0,北京
2021-03-07,1049,0,1033,9,,0,7,0,0,1,0,,0,0,北京
2021-03-08,1049,0,1033,9,,0,7,0,0,0,0,,0,0,北京
2021-03-09,1049,0,1033,9,,0,7,0,0,0,0,,0,0,北京
2021-03-10,1049,0,1033,9,,0,7,0,0,0,0,,0,0,北京
2021-03-11,1049,0,1033,9,,0,7,0,0,0,0,,0,0,北京
2021-03-12,1049,0,1033,9,,0,7,0,0,0,0,,0,0,北京
2021-03-13,1049,0,1034,9,,0,6,0,0,1,0,,0,0,北京
2021-03-14,1049,0,1034,9,,0,6,0,0,0,0,,0,0,北京
2021-03-15,1049,0,1034,9,,0,6,0,0,0,0,,0,0,北京
2021-03-16,1049,0,1037,9,,0,3,0,0,3,0,,0,0,北京
2021-03-17,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-18,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-19,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-20,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-21,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-22,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-23,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-24,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-25,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-26,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-27,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-28,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-29,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-30,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-03-31,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-04-01,1049,0,1037,9,,0,3,0,0,0,0,,0,0,北京
2021-04-02,1050,0,1037,9,,0,4,1,0,0,0,,0,0,北京
2021-04-03,1051,0,1038,9,,0,4,1,0,1,0,,0,0,北京
2021-04-04,1052,0,1038,9,,0,5,1,0,0,0,,0,0,北京
2021-04-05,1052,0,1038,9,,0,5,0,0,0,0,,0,0,北京
2021-04-06,1053,0,1038,9,,0,6,1,0,0,0,,0,0,北京
2021-04-07,1053,0,1038,9,,0,6,0,0,0,0,,0,0,北京
2021-04-08,1054,0,1038,9,,0,7,1,0,0,0,,0,0,北京
2021-04-09,1055,0,1038,9,,0,8,1,0,0,0,,0,0,北京
2021-04-10,1056,0,1038,9,,0,9,1,0,0,0,,0,0,北京
2021-04-11,1057,0,1038,9,,0,10,1,0,0,0,,0,0,北京
2021-04-12,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-13,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-14,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-15,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-16,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-17,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-18,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-19,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-20,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-21,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-22,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-23,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-24,1057,0,1038,9,,0,10,0,0,0,0,,0,0,北京
2021-04-25,1057,0,1039,9,,0,9,0,0,1,0,,0,0,北京
2021-04-26,1057,0,1039,9,,0,9,0,0,0,0,,0,0,北京
2021-04-27,1057,0,1039,9,,0,9,0,0,0,0,,0,0,北京
2021-04-28,1057,0,1039,9,,0,9,0,0,0,0,,0,0,北京
2021-04-29,1057,0,1040,9,,0,8,0,0,1,0,,0,0,北京
2021-04-30,1057,0,1041,9,,0,7,0,0,1,0,,0,0,北京
2021-05-01,1057,0,1043,9,,0,5,0,0,2,0,,0,0,北京
2021-05-02,1057,0,1043,9,,0,5,0,0,0,0,,0,0,北京
2021-05-03,1057,0,1043,9,,0,5,0,0,0,0,,0,0,北京
2021-05-04,1057,0,1045,9,,0,3,0,0,2,0,,0,0,北京
2021-05-05,1057,0,1045,9,,0,3,0,0,0,0,,0,0,北京
2021-05-06,1057,0,1045,9,,0,3,0,0,0,0,,0,0,北京
2021-05-07,1057,0,1046,9,,0,2,0,0,1,0,,0,0,北京
2021-05-08,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-09,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-10,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-11,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-12,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-13,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-14,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-15,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-16,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-17,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-18,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-19,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-20,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-21,1057,0,1046,9,,0,2,0,0,0,0,,0,0,北京
2021-05-22,1058,0,1046,9,,0,3,1,0,0,0,,0,0,北京
2021-05-23,1058,0,1046,9,,0,3,0,0,0,0,,0,0,北京
2021-05-24,1058,0,1046,9,,0,3,0,0,0,0,,0,0,北京
2021-05-25,1058,0,1046,9,,0,3,0,0,0,0,,0,0,北京
2021-05-26,1059,0,1046,9,,0,4,1,0,0,0,,0,0,北京
2021-05-27,1059,0,1046,9,,0,4,0,0,0,0,,0,0,北京
2021-05-28,1059,0,1046,9,,0,4,0,0,0,0,,0,0,北京
2021-05-29,1059,0,1046,9,,0,4,0,0,0,0,,0,0,北京
